title_english,title_nepali,author_profile_link,author_name,Audiobook,E-book,Paperback,Hardcover,publisher_profile_link,publisher_name,genre,published_date,edition,isbn10,isbn13,pages,weight,language
Yuddhaka Ti DinEk Patrakarko Bhogai,युद्धका ती दिन: एक पत्रकारको भोगाइ,https://www.thuprai.com/author/sangita-khadka/,Sangita Khadka,,195,384,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Memoirs,"May 28, 2019",1,9937708931,9789937708937,248,199 g,Nepali
Aamoi,आमोई,https://www.thuprai.com/author/bhuwan-hari-sigdel/,Bhuwan Hari Sigdel,,,350,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Memoirs,2016,2,9937012554,9789937012553,280,290 g,Nepali
Ekta Nepali Shrinkhala Bhaag 1,,https://www.thuprai.com/author/prof-dr-rishiram-sharma/,Prof Dr Rishiram Sharma,,,360,,https://www.thuprai.com/publisher/ekta-books/,Ekta Books,Textbook,,,9937107369,9789937107365,220,,Nepali
Khash Samrajyama Bauddha Dharmako Utthan ra Patan,खश साम्राज्यमा बौद्ध धर्मको उत्थान र पतन,https://www.thuprai.com/author/basanta-maharjan/,Basanta Maharjan,,,300,,https://www.thuprai.com/publisher/insight-publication/,Insight Publication,Buddhism,2016,1,,,144,170 g,Nepali
Hajurbubako Upahar,हजुरबुबाको उपहार,https://www.thuprai.com/author/nalini-sorensen/,Nalini Sorensen,,,350,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Story for Children,,,9937709326,9789937709323,,,Nepali
Doshi Chasma,दोषी चश्मा,https://www.thuprai.com/author/bishwaprasad-koirala/,Bishwaprasad Koirala,,,120,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Fiction,,11th,,,,100 g,Nepali
Our Serofero: Grade 1,हाम्रो सेरोफेरो: कक्षा १,,,,0,,,https://www.thuprai.com/publisher/nepal-sarkar-shiksa-mantralaya-pathyakram-bikas-kendra/,Nepal Sarkar Shiksa Mantralaya Pathyakram Bikas Kendra,Textbook,,,,,,,Nepali
Sano Julee and Other Stories,सानो जुली र अरु कथाहरू,https://www.thuprai.com/author/gopi-krishna-dhungana/,Gopi Krishna Dhungana,,,80,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Story for Children,,2,9937330483,9789937330480,28,,Nepali
Dwarikadevi ThakuraniNepalki Pahilo Mahila Mantri,द्वारिकादेवी ठकुरानी: नेपालकी पहिलो महिला मन्त्री,https://www.thuprai.com/author/ratan-bhandari/,Ratan Bhandari,,,555,,https://www.thuprai.com/publisher/book-hill/,Book Hill,"Biography,Political/Social","February 04, 2023",,9937753171,9789937753173,,234 g,Nepali
Budho Batuwa,बूढो बटुवा,https://www.thuprai.com/author/tej-prakash-shrestha/,Tej Prakash Shrestha,,,80,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,"Children,Drama for Children",,,,,,,Nepali
Rikute,रिकुटे,https://www.thuprai.com/author/diwan-singh-rai/,Diwan Singh Rai,,,373,,https://www.thuprai.com/publisher/shikha-books/,Shikha Books,Novels,,1,9937017165,9789937017169,280,250 g,Nepali
Purwi Nepalka Maulik Lokbhaka,पूर्वी नेपालका लोकभाकाहरू,https://www.thuprai.com/author/dilendra-mukarung-rai/,Dilendra Mukarung Rai,,,230,,https://www.thuprai.com/publisher/nepal-pragya-pratisthan/,Nepal Pragya Pratisthan,Nepali Music,"March 13, 2022",1,,,196,,Nepali
Sakha Adhikrit First Paper/First Phase,,https://www.thuprai.com/author/ashok-shah/,Ashok Shah,,,499,,https://www.thuprai.com/publisher/akchyaranka-prakashan/,Akchyaranka Prakashan,Loksewa Preparation,,,,,,,Nepali
Naya Safa Gharko Khoji,नँया सफा घरको खोजि,https://www.thuprai.com/author/sneha-shrestha/,Sneha Shrestha,,,150,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Story for Children,,,9937515386,9789937515382,,,Nepali
Hamra Katha,हाम्रा कथा: बालकथा संग्रह १,https://www.thuprai.com/author/binaya-kasaju/,Binay Kasajoo,,0,,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Story for Children,,,9937817536,9789937817530,,,Nepali
Neepjan ra Nepal,नीपजन र नेपाल: एउटा छोटो आधा- इतिहास,https://www.thuprai.com/author/diwakar-acharya/,Diwakar Acharya,,,200,,https://www.thuprai.com/publisher/martin-chautari/,Martin Chautari,Politics,,1,9937594162,9789937594165,68,150 g,Nepali
Bhailiko Din,भैलीको दिन,https://www.thuprai.com/author/yeshu-shrestha/,Yeshu Shrestha,,,100,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Children,,,9937664152,9789937664158,,,Nepali
Bouddha Sanskriti Kosh,बौद्ध संस्कृति कोष,https://www.thuprai.com/author/dr-som-prasad-khatiwada/,Dr. Som Prasad Khatiwada,,,2000,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,"Buddhism,Non-fiction","May 15, 2022",1st,9937541891,9789937541893,,250 g,Nepali
Padhne bela,पढ्ने बेला,https://www.thuprai.com/author/dr-devi-nepal/,Dr. Devi Nepal,,,130,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Children,,,993766456X,9789937664561,,,Nepali
Phoolka Gahana,फूलका गहना,,,,,125,,https://www.thuprai.com/publisher/mela-books/,Mela Books,Picturebook for Children,,,,,,,Nepali
Takurama Eklo Manchhe,टाकुरामा एक्लो मान्छे,https://www.thuprai.com/author/bharat-bhurtel/,Bharat Bhurtel,,,350,,https://www.thuprai.com/publisher/jagadamba-prakashan/,Jagadamba Prakashan,Autobiography,2010,,9937822718,9789937822718,320,250 g,Nepali
Panchatantraka Utkrista Kathaharu,पञ्चतन्त्रका उत्कृषट कथाहरू,https://www.thuprai.com/author/n/,N/A,,,99,,https://www.thuprai.com/publisher/educational-publishing-house/,Educational Publising House,Story for Children,,,9937551692,9789937551694,,,Nepali
Paltaneko Photo,पल्टनेको फोटो,https://www.thuprai.com/author/raksha-rai/,Raksha Rai,,,395,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Story for Children,,,,,,,Nepali
Kriyaapad,क्रियापद,https://www.thuprai.com/author/lokmani-paudel/,Lokmani Paudel,,,299,,https://www.thuprai.com/publisher/gorkha-publication/,Gorkha Publications,Language,,,9937920825,9789937920827,159,,Nepali
Sikkimka Nepali Kathako Adhyayan,सिक्किमका नेपाली कथाको अध्ययन,https://www.thuprai.com/author/dr-rajendra-bhandari/,Dr. Rajendra Bhandari,,0,,,,,"Non-fiction,Research",,,,,,,Nepali
Aafno Kavita Aafnai Aawaj - Rajendra Shalabh,आफ्नो कविता आफ्नै आवाज - राजेन्द्र शलभ,https://www.thuprai.com/author/rajendra-shalabh/,Rajendra Shalabh,100,,,,https://www.thuprai.com/publisher/drishya/,Drishya,Poetry,,,,,,,Nepali
Andhyaroko Agulto,अँध्यारोको अगुल्टो,https://www.thuprai.com/author/jagannath-dahal/,Jagannath Dahal,,,150,,https://www.thuprai.com/publisher/bhundipuran_prakashan/,Bhundipuran Prakashan,Gazal,"October 22, 2022",1,,,150,,Nepali
Dui Haraf Otha-haru,दुइ हरफ ओठहरु,https://www.thuprai.com/author/manjul/,Manjul,,100,130,,https://www.thuprai.com/publisher/yadav-tripathee/,Yadav Tripathee,Songs & Lyrical Poems,"September 13, 2007",,999462895X,9789994628957,72,,Nepali
Samjhanaka Tareli Bhitraka Anuharharu,सम्झनाका तरेलीभित्रका अनुहारहरू,https://www.thuprai.com/author/ramesh-bikal/,Ramesh Bikal,,,300,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Memoirs,2010,,9993329746,9789993329749,106,,Nepali
Kaljayee Yoddha haru,कालजयी योद्धाहरू,https://www.thuprai.com/author/khima-rijal/,Khima Rijal,,0,,,https://www.thuprai.com/publisher/sahid-rachana-prakashan-kendra/,Sahid Rachana Prakashan Kendra,Nepali Civil War,,1,9937019133,9789937019132,,,Nepali
Karodau Kastoori,करोडौँ कस्तुरी,https://www.thuprai.com/author/amar-neupane/,Amar Nyaupane,,,498,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Fiction,"April 01, 2014",2nd,9937893143,9789937893145,371,315 g,Nepali
Teen Natak,तीन नाटक,https://www.thuprai.com/author/basudev-munal/,Basudev Munal,,,95,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Children,,,9937330750,9789937330756,44,150 g,Nepali
Shakha Adhikrit Safaltako Sathi,शाखा अधिकृत सफलताको साथी,https://www.thuprai.com/author/pitambar-rimal/,Pitambar Rimal,,,1995,,https://www.thuprai.com/publisher/bidhya-bikash/,Bidhya Bikash,Loksewa Preparation,,1st,,,1544,1.6 g,Nepali
Shir Uthayera Hinda Mouli,शिर उठाएर हिंड मौलि,https://www.thuprai.com/author/n/,N/A,,,145,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Story for Children,,,1234567806,9781234567804,,,Nepali
Yamdutko Aatmasamarpan,यमदूतको आत्मसमर्पण,https://www.thuprai.com/author/sadhana-pratksha/,Sadhana Pratksha,,,325,,https://www.thuprai.com/publisher/unknown/,Unknown,"Fiction,Stories",,,,,,,Nepali
Chhaliyug,छलीयुग,https://www.thuprai.com/author/krishna-abiral/,Krishna Abiral,,195,335,,https://www.thuprai.com/publisher/manjari-publication/,Manjari Publication,Novels,February 2019,1,9937712556,9789937712552,265,,Nepali
Kairan,कैरन,https://www.thuprai.com/author/dhruba-satya-pariyar/,Dhruba Satya Pariyar,,,275,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Fiction,"November 11, 2017",1,9937708044,9789937708043,195,,Nepali
Kabhreli Nepali Sahityeko Ruprekha,काभ्रेली नेपाली साहित्यको रुपरेखा,https://www.thuprai.com/author/bijaya-sapkota-1/,Bijaya Sapkota,,,535,1000,https://www.thuprai.com/publisher/kalam-prakashan/,Kalam Prakashan,Historical Fiction,December 2021,,9937097223,9789937097222,,,Nepali
Nepali Lok Bishwash,नेपाली लोकविश्वास,https://www.thuprai.com/author/shadananda-paudyal/,Shadananda Paudyal,,,560,,https://www.thuprai.com/publisher/nepal-pragya-pratisthan/,Nepal Pragya Pratisthan,Language,"December 06, 2021",1,,,520,,Nepali
Nyaya-Anyaya,न्याय-अन्याय,https://www.thuprai.com/author/katak-malla/,Katak Malla,,,999,,https://www.thuprai.com/publisher/indigo-ink/,Indigo Ink,Non-fiction,,,9937963621,9789937963626,,,Nepali
Kathaki Patra,कथाकी पात्र,https://www.thuprai.com/author/subin-bhattarai/,Subin Bhattarai,,,398,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Romance,2011,,9937874556,9789937874557,239,100 g,Nepali
Khane Kasari Piune Kasari,खाने कसरी पिउने कसरी,https://www.thuprai.com/author/raju-adhikari/,Dr. Raju Adhikari,,,525,,https://www.thuprai.com/publisher/fineprint/,FinePrint,Non-fiction,,,993766554X,9789937665544,,306 g,Nepali
Prashasan Vitrako Prashasan,प्रशासनभित्रको प्रशासन,https://www.thuprai.com/author/govinda-prasad-kusum/,Govinda Prasad Kusum,,,775,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Political Structure & Processes,"September 03, 2021",,9937734770,9789937734776,459,3.409 g,Nepali
Dulari,दुलारी,https://www.thuprai.com/author/muna-chaudhary/,Muna Chaudhary,,200,395,,https://www.thuprai.com/publisher/sangri-la-books/,Sangri-La Books,Contemporary Fiction,"December 07, 2019",1,9937734371,9789937734370,,215 g,Nepali
Seemanta Bichalan,सीमान्त विचलन,https://www.thuprai.com/author/madhav-sayapatri/,Madhav Sayapatri,,,225,,https://www.thuprai.com/publisher/ratna-pustak-bhandar/,Ratna Pustak Bhandar,Novels,,,,,,,Nepali
Good Night,गुडनाइट: किशोर कथासङ्ग्रह,https://www.thuprai.com/author/bijay-raj-acharya/,Bijaya Raj Acharya,,105,350,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Story for Children,2017,2,9937312418,9789937312417,,,Nepali
Palpasa CafeNatak,पल्पसा क्याफे: नाटक,https://www.thuprai.com/author/suraj-subedi/,Suraj Subedi,,180,295,,https://www.thuprai.com/publisher/publication-nepalaya/,Publication Nepalaya,"Plays, Playscripts,Drama","November 30, 2022",1,9937953030,9789937953030,,95 g,Nepali
COVID 19 Kathaharu,कोभिड-१९ कथाहरु,https://www.thuprai.com/author/rajav/,Rajav,,260,650,,https://www.thuprai.com/publisher/center-nepalese-culture/,Nepal Centre International  (Centre for Nepalese Culture ),Short Stories,September 2020,1,9388519418,9789388519410,317,280 g,Nepali
Nafuleka Phoolharu,नफुलेका फूलहरू,https://www.thuprai.com/author/kshetrapratap-adhikari/,Kshetra Pratap Adhikary,,0,,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,"Poetry, Drama & Literature",,,9993322423,9789993322429,,,Nepali
Devasur Sangram,देवासुर संग्राम,https://www.thuprai.com/author/modnath-prashrit/,Modnath Prashrit,,,230,,https://www.thuprai.com/publisher/janata-prasaran-tatha-prakashan/,Janata Prasaran Tatha Prakashan,Epic,,,,,,,Nepali
Mangalmaanko Saarangi,मङ्गल मानको सारङ्गी,https://www.thuprai.com/author/ananta-wagle/,Ananta Wagle,,,40,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Children,,,9993326690,9789993326694,,,Nepali
Dharma Darshan,धर्मदर्शन,https://www.thuprai.com/author/kamal-rijal/,Kamal Rijal,,,185,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,"Assertiveness, Motivation & Self-esteem","June 10, 2023",1,,,57,,Nepali
Tin Baas,तिन बास,https://www.thuprai.com/author/dhanush-chandra-gotame/,Dha Cha Gotame,,,300,,https://www.thuprai.com/publisher/phoenix-books/,Phoenix Books,Arts,,,9937889197,9789937889193,,,Nepali
Bola Mannko Kura KholaAn Anchoring Book,बोल मनको कुरा खोल,https://www.thuprai.com/author/manoj-panta/,Manoj Panta,,,250,,https://www.thuprai.com/publisher/eureka-publication/,Eureka Publication,Test Preparation,2019,,,,,113 g,Nepali
Shaswat-Wani,शास्वत-वाणी,,,,,60,,https://www.thuprai.com/publisher/bibek-sirjanshil-publication/,Bibek Sirjanshil Publication,Non-fiction for Children,,,,,,,Nepali
Hamra Geet,हाम्रा गीत,https://www.thuprai.com/author/rambabu-subedi/,Rambabu Subedi,,,60,,https://www.thuprai.com/publisher/bal-sansar-pvt-ltd/,Bal Sansar Pvt Ltd,Poems for Children,,,,,,,Nepali
Akalpaniya,अकल्पनीय,https://www.thuprai.com/author/dhurba-sapkota/,Dhruba Sapkota,,,200,,https://www.thuprai.com/publisher/orchid-books/,Orchid Books,Fiction,2010,,9937902657,9789937902656,142,200 g,Nepali
Japani Navaratna,जापानी नवरत्न,https://www.thuprai.com/author/kshetrapratap-adhikari/,Kshetra Pratap Adhikary,,0,,,https://www.thuprai.com/publisher/himali-pustakalaya/,Himali Pustakalaya,"Poetry, Drama & Literature",,,,,,,Nepali
Sandesh Sangraha,सन्देश संग्रह,https://www.thuprai.com/author/gyanendra-shah/,Gyanendra Shah,,,5555,,https://www.thuprai.com/publisher/himani-trust/,Himani Trust,Arts,,,,,,,Nepali
Divya Jyotish Bigyan,दिव्य ज्योतिष विज्ञान,https://www.thuprai.com/author/diwakar-panta/,Diwakar Panta,,,665,,https://www.thuprai.com/publisher/pairavi-prakashan/,Pairavi Prakashan,Religion & Spirituality,"September 17, 2021",1,,,380,,Nepali
Nai Rajat Mahotsavh Ra Mero Nepali Sahityiksamalochana Sadhana,नइ रजत महोत्सव मेरो नेपाली साहित्यिकसमालोचना साधना,https://www.thuprai.com/author/basudev-tripathi/,Basudev Tripathi,,0,,,https://www.thuprai.com/publisher/nai-prakashan/,Nai Prakashan,Non-fiction,,1,9937509955,9789937509954,,,Nepali
Parkhal Lagayepachi Dherai Thok Bahira Parchha,पर्खाल लगाएपछि धेरै थोक बाहिर पर्छ,https://www.thuprai.com/author/basu-shashi/,Basu Shashi,,,555,,https://www.thuprai.com/publisher/book-hill/,Book Hill,Poetry,"May 23, 2022",1,9937753031,9789937753036,,278 g,Nepali
Quiz,सामान्य ज्ञान,https://www.thuprai.com/author/kumar-prasad-bhattarai/,Kumar Prasad Bhattarai,,,150,,https://www.thuprai.com/publisher/aasish-book-house-pvt-ltd/,Aasish Book House Pvt Ltd,"Non-fiction,Learning & Reference",,,,,164,,Nepali
Hamro Ramro Ghar,हाम्रो राम्रो घर,https://www.thuprai.com/author/n/,N/A,,,140,,https://www.thuprai.com/publisher/kathalaya/,Kathalaya,Children,,,,,,,Nepali
Antyaheen Iccha,अन्त्यहीन इच्छा,https://www.thuprai.com/author/gita-khatri/,Gita Khatri,,,150,,https://www.thuprai.com/publisher/sajha-prakashan/,Sajha Prakashan,Fiction,,1,9937323517,9789937323512,92,100 g,Nepali
Khitkhit Khitkhit,खितखित खितखित,https://www.thuprai.com/author/roshan-pokhrel/,Roshan Pokhrel,,,130,,https://www.thuprai.com/publisher/parichaya-publication/,Parichaya Publication,Picturebook for Children,,,9937664683,9789937664684,,,Nepali
Jhajhalkaharu,झझल्काहरू,https://www.thuprai.com/author/dilli-prasad-acharya/,Dilli Prasad Acharya,,,300,,https://www.thuprai.com/publisher/bulbul-publication/,Bulbul Publication,Literature,,1,9937932513,9789937932516,210,150 g,Nepali
